epoch,train loss,train acc,test loss,test acc
0,0.9428452328775278,47.5,0.9119026589218004,50.0
1,0.9940522207441134,54.16666793823242,1.4042921789562628,55.41666793823242
2,0.9558621953789235,59.16666793823242,1.0112199771928618,58.33333206176758
3,0.7726322104942218,71.25,1.7789565853770306,54.16666793823242
4,0.6002346132794373,80.20833587646484,2.531447737089507,52.91666793823242
5,0.6273059900880804,81.04166412353516,0.4246114971190135,84.58333587646484
6,0.5700924758493475,84.58333587646484,0.4546982662118571,87.5
7,0.3887029060547767,87.70833587646484,0.3383141324670686,86.66666412353516
8,0.23267596718519795,90.83333587646484,0.5450785633420367,85.83333587646484
9,0.33773559056051045,90.0,0.47204293960755467,86.66666412353516
10,0.2863630598167897,90.625,0.3932239737667894,88.33333587646484
11,0.26797899327200897,91.04166412353516,0.9311175503937564,80.0
12,0.21643234401224198,90.83333587646484,0.3923808469456154,86.25
13,0.27623679058531436,91.875,0.4868676467899979,90.41666412353516
14,0.2400285081705475,92.5,0.3342235509474612,90.41666412353516
15,0.19510298842218618,93.95833587646484,0.29106538770921325,91.66666412353516
16,0.12571358872975227,94.58333587646484,0.27007246523392825,91.25
17,0.189187863311652,93.95833587646484,0.4153605703286651,90.83333587646484
18,0.22472686586789264,90.625,0.23387917203642042,92.5
19,0.10808898598291684,97.08333587646484,0.4508164704935908,90.0
20,0.07930297177186027,96.875,0.28121518455732286,92.5
21,0.09851971492283859,96.04166412353516,0.38722372611464767,89.58333587646484
22,0.11363228967730413,95.83333587646484,0.4364139442534184,87.91666412353516
23,0.09752436546497723,96.25,0.32615084929109,91.66666412353516
24,0.09779003472926995,96.25,0.24903192563409596,94.16666412353516
25,0.10351904949772121,96.45833587646484,0.24705643447850142,92.91666412353516
26,0.15487498347559364,95.41666412353516,0.27385763979346606,90.83333587646484
27,0.15364664194022495,95.625,0.3169001744589242,91.25
28,0.14184433838240934,95.41666412353516,0.2299907435142034,94.58333587646484
29,0.10026339194930975,96.875,0.17185506866789063,94.16666412353516
30,0.08585616606231646,97.5,0.18228449495022522,94.58333587646484
31,0.06522465894083425,97.08333587646484,0.39659491298496585,93.33333587646484
32,0.11146398249035307,97.08333587646484,0.18390048613243934,95.0
33,0.10269464959373094,96.66666412353516,0.34609553106234847,94.58333587646484
34,0.10097330302507855,96.45833587646484,0.18400959237796616,95.0
35,0.08233242026142136,97.29166412353516,0.2502340690995433,93.75
36,0.0813195565231644,96.45833587646484,0.22854068927810903,95.0
37,0.10133382953659091,96.45833587646484,0.27432823065338696,92.5
38,0.1005397236343932,96.04166412353516,0.18165794227355964,95.41666412353516
39,0.050462794206714415,99.375,0.1727800035304464,94.58333587646484
